team,player1,player2,p1_pos,p2_pos,co_games,joi90,jdi90,offensive,defensive
Saudi Arabia,Nawaf Shaker Al Abid,Saud Abdullah Abdul Hamid,Center Attacking Midfield,Right Back,3,0.081657,-2.97267,2.9756,3.393
Saudi Arabia,Nawaf Shaker Al Abid,Sultan Abdullah Salim Al Ghannam,Center Attacking Midfield,Right Back,3,0.023884,-2.874739,0.8703,3.6977
Saudi Arabia,Riyadh Sharahili,Sami Khalil Al Naji,Substitute,Center Attacking Midfield,2,0.0,-3.051616,0.0,3.1474
Saudi Arabia,Saleh Khalid Al Shehri,Sami Khalil Al Naji,Center Forward,Center Attacking Midfield,3,0.11188,-2.802543,4.0769,3.9222
Saudi Arabia,Salem Mohammed Al Dawsari,Sami Khalil Al Naji,Left Wing,Center Attacking Midfield,3,0.130127,-2.57695,4.7419,4.624
Saudi Arabia,Sami Khalil Al Naji,Saud Abdullah Abdul Hamid,Center Attacking Midfield,Right Back,3,0.113182,-2.792238,4.1244,3.9543
Saudi Arabia,Sami Khalil Al Naji,Sultan Abdullah Salim Al Ghannam,Center Attacking Midfield,Right Back,3,0.0,-2.694307,0.0,4.2589
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Mohammed Kanoo,Left Defensive Midfield,Right Defensive Midfield,2,0.257127,-3.060798,9.3698,3.1189
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Salman Mohammed Al Faraj,Left Defensive Midfield,Right Center Midfield,1,0.041543,-4.744585,1.5138,0.0
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Hassan Mohammed Al-Tambakti,Left Defensive Midfield,Substitute,2,0.047042,-3.066843,1.7142,3.1001
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Saleh Khalid Al Shehri,Left Defensive Midfield,Center Forward,2,0.014263,-3.293865,0.5197,2.3938
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Yasir Gharsan Al Shahrani,Left Defensive Midfield,Left Back,1,0.110608,-4.731797,4.0306,0.0
Saudi Arabia,Hassan Mohammed Al-Tambakti,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.045498,-4.923407,1.6579,0.0
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Saud Abdullah Abdul Hamid,Left Defensive Midfield,Right Back,2,0.157573,-2.992411,5.742,3.3316
Saudi Arabia,Salman Mohammed Al Faraj,Saud Abdullah Abdul Hamid,Right Center Midfield,Right Back,1,0.289113,-4.440364,10.0,0.0
Saudi Arabia,Hassan Mohammed Al-Tambakti,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.23529,-4.936194,8.574,0.0
Saudi Arabia,Mohammed Khalil Al Owais,Yasir Gharsan Al Shahrani,Goalkeeper,Left Back,1,-0.001,-4.400016,0.0,0.0
Saudi Arabia,Mohammed Kanoo,Salman Mohammed Al Faraj,Right Defensive Midfield,Right Center Midfield,1,0.214602,-4.47554,7.8201,0.0
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Ali Albulayhi,Left Defensive Midfield,Left Center Back,2,0.194114,-3.370859,7.0736,2.1543
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Salem Mohammed Al Dawsari,Left Defensive Midfield,Left Wing,2,0.347758,-2.922877,10.0,3.5479
Saudi Arabia,Mohammed Kanoo,Yasir Gharsan Al Shahrani,Right Defensive Midfield,Left Back,1,0.113137,-4.462752,4.1227,0.0
Saudi Arabia,Ali Albulayhi,Yasir Gharsan Al Shahrani,Left Center Back,Left Back,1,-0.019326,-5.133827,0.0,0.0
Saudi Arabia,Salem Mohammed Al Dawsari,Yasir Gharsan Al Shahrani,Left Wing,Left Back,1,0.060767,-4.462752,2.2144,0.0
Saudi Arabia,Firas Tariq Nasser Al Albirakan,Yasir Gharsan Al Shahrani,Right Wing,Left Back,1,0.076436,-4.793912,2.7853,0.0
Saudi Arabia,Saleh Khalid Al Shehri,Yasir Gharsan Al Shahrani,Center Forward,Left Back,1,0.273915,-4.633709,9.9815,0.0
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Firas Tariq Nasser Al Albirakan,Left Defensive Midfield,Right Wing,2,0.353607,-3.119208,10.0,2.9372
Saudi Arabia,Saud Abdullah Abdul Hamid,Yasir Gharsan Al Shahrani,Right Back,Left Back,1,0.002345,-4.427576,0.0854,0.0
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Mohammed Khalil Al Owais,Left Defensive Midfield,Goalkeeper,2,0.04067,-2.921424,1.482,3.5524
Saudi Arabia,Mohammed Al Burayk,Salem Mohammed Al Dawsari,Left Back,Left Wing,2,0.734956,-2.731161,10.0,4.1443
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Nawaf Shaker Al Abid,Left Defensive Midfield,Center Attacking Midfield,2,0.0135,-3.21512,0.492,2.6388
Saudi Arabia,Saleh Khalid Al Shehri,Salman Mohammed Al Faraj,Center Forward,Right Center Midfield,1,0.04,-4.646496,1.4576,0.0
Saudi Arabia,Salem Mohammed Al Dawsari,Salman Mohammed Al Faraj,Left Wing,Right Center Midfield,1,0.04,-4.47554,1.4576,0.0
Saudi Arabia,Nawaf Shaker Al Abid,Yasir Gharsan Al Shahrani,Center Attacking Midfield,Left Back,1,0.04,-4.793912,1.4576,0.0
Saudi Arabia,Abdulelah Al Amri,Abdulelah Saad Hameed Al-Malki,Right Center Back,Left Defensive Midfield,2,0.164015,-2.939034,5.9767,3.4976
Saudi Arabia,Abdulelah Al Amri,Mohammed Al Burayk,Right Center Back,Left Back,2,0.099985,-2.747318,3.6435,4.094
Saudi Arabia,Abdulelah Al Amri,Salman Mohammed Al Faraj,Right Center Back,Right Center Midfield,1,0.0,-4.305834,0.0,0.0
Saudi Arabia,Abdulelah Al Amri,Yasir Gharsan Al Shahrani,Right Center Back,Left Back,1,0.0,-4.293046,0.0,0.0
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Abdullah Ibrahim Otayf,Left Defensive Midfield,Substitute,2,0.0,-2.731448,0.0,4.1434
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Abdullah Mohammed Madu,Left Defensive Midfield,Substitute,2,0.0,-2.731448,0.0,4.1434
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Abdulrahman Al-Obood,Left Defensive Midfield,Left Defensive Midfield,2,0.0,-2.912964,0.0,3.5787
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Ali Al Hassan,Left Defensive Midfield,Substitute,2,0.0,-2.731448,0.0,4.1434
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Haitham Mohammed Asiri,Left Defensive Midfield,Substitute,2,0.0,-2.921994,0.0,3.5507
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Hattan Babhir,Left Defensive Midfield,Center Attacking Midfield,2,0.0,-2.944472,0.0,3.4807
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Mohammed Al Burayk,Left Defensive Midfield,Left Back,2,0.061354,-2.960839,2.2358,3.4298
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Mohammed Al Rubaie Al Yami,Left Defensive Midfield,Substitute,2,0.0,-2.731448,0.0,4.1434
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Nasser Al Dawsari,Left Defensive Midfield,Center Forward,2,0.0,-3.103318,0.0,2.9866
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Nawaf Alaqidi,Left Defensive Midfield,Substitute,2,0.0,-2.731448,0.0,4.1434
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Riyadh Sharahili,Left Defensive Midfield,Substitute,1,0.0,-4.203289,0.0,0.0
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Sami Khalil Al Naji,Left Defensive Midfield,Center Attacking Midfield,2,0.024943,-2.944472,0.9089,3.4807
Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Sultan Abdullah Salim Al Ghannam,Left Defensive Midfield,Right Back,2,0.030545,-3.095477,1.1131,3.011
Saudi Arabia,Abdullah Ibrahim Otayf,Mohammed Al Burayk,Substitute,Left Back,2,0.0,-2.539732,0.0,4.7398
Saudi Arabia,Abdullah Ibrahim Otayf,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Abdullah Ibrahim Otayf,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Abdullah Mohammed Madu,Mohammed Al Burayk,Substitute,Left Back,2,0.0,-2.539732,0.0,4.7398
Saudi Arabia,Abdullah Mohammed Madu,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Abdullah Mohammed Madu,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Abdulrahman Al-Obood,Mohammed Al Burayk,Left Defensive Midfield,Left Back,2,0.0,-2.721248,0.0,4.1751
Saudi Arabia,Abdulrahman Al-Obood,Salman Mohammed Al Faraj,Left Defensive Midfield,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Abdulrahman Al-Obood,Yasir Gharsan Al Shahrani,Left Defensive Midfield,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Ali Al Hassan,Mohammed Al Burayk,Substitute,Left Back,2,0.0,-2.539732,0.0,4.7398
Saudi Arabia,Ali Al Hassan,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Ali Al Hassan,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Ali Albulayhi,Mohammed Al Burayk,Left Center Back,Left Back,2,0.257132,-3.179143,9.3699,2.7507
Saudi Arabia,Ali Albulayhi,Salman Mohammed Al Faraj,Left Center Back,Right Center Midfield,1,0.0,-5.146614,0.0,0.0
Saudi Arabia,Firas Tariq Nasser Al Albirakan,Mohammed Al Burayk,Right Wing,Left Back,2,0.015111,-2.927492,0.5507,3.5336
Saudi Arabia,Firas Tariq Nasser Al Albirakan,Salman Mohammed Al Faraj,Right Wing,Right Center Midfield,1,0.0,-4.806699,0.0,0.0
Saudi Arabia,Haitham Mohammed Asiri,Mohammed Al Burayk,Substitute,Left Back,2,0.0,-2.730278,0.0,4.147
Saudi Arabia,Haitham Mohammed Asiri,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.0,-4.646496,0.0,0.0
Saudi Arabia,Haitham Mohammed Asiri,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.0,-4.633709,0.0,0.0
Saudi Arabia,Hassan Mohammed Al-Tambakti,Mohammed Al Burayk,Substitute,Left Back,2,0.0,-2.875127,0.0,3.6964
Saudi Arabia,Hattan Babhir,Mohammed Al Burayk,Center Attacking Midfield,Left Back,2,0.0,-2.752756,0.0,4.0771
Saudi Arabia,Hattan Babhir,Salman Mohammed Al Faraj,Center Attacking Midfield,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Hattan Babhir,Yasir Gharsan Al Shahrani,Center Attacking Midfield,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Mohammed Al Burayk,Mohammed Al Rubaie Al Yami,Left Back,Substitute,2,0.0,-2.539732,0.0,4.7398
Saudi Arabia,Mohammed Al Burayk,Mohammed Kanoo,Left Back,Right Defensive Midfield,2,0.239878,-2.869082,8.7412,3.7153
Saudi Arabia,Mohammed Al Burayk,Mohammed Khalil Al Owais,Left Back,Goalkeeper,2,0.022,-2.729708,0.8017,4.1488
Saudi Arabia,Mohammed Al Burayk,Nasser Al Dawsari,Left Back,Center Forward,2,0.0,-2.911602,0.0,3.583
Saudi Arabia,Mohammed Al Burayk,Nawaf Alaqidi,Left Back,Substitute,2,0.0,-2.539732,0.0,4.7398
Saudi Arabia,Mohammed Al Burayk,Nawaf Shaker Al Abid,Left Back,Center Attacking Midfield,2,0.022895,-3.023404,0.8343,3.2352
Saudi Arabia,Mohammed Al Burayk,Riyadh Sharahili,Left Back,Substitute,1,0.0,-3.934244,0.0,0.4018
Saudi Arabia,Mohammed Al Burayk,Saleh Khalid Al Shehri,Left Back,Center Forward,2,0.022835,-3.102148,0.8321,2.9902
Saudi Arabia,Mohammed Al Burayk,Salman Mohammed Al Faraj,Left Back,Right Center Midfield,1,0.0,-4.47554,0.0,0.0
Saudi Arabia,Mohammed Al Burayk,Sami Khalil Al Naji,Left Back,Center Attacking Midfield,2,-0.001679,-2.752756,0.0,4.0771
Saudi Arabia,Mohammed Al Burayk,Saud Abdullah Abdul Hamid,Left Back,Right Back,2,0.213163,-2.800695,7.7677,3.928
Saudi Arabia,Mohammed Al Burayk,Sultan Abdullah Salim Al Ghannam,Left Back,Right Back,2,0.0,-2.903761,0.0,3.6074
Saudi Arabia,Mohammed Al Burayk,Yasir Gharsan Al Shahrani,Left Back,Left Back,1,0.0,-4.462752,0.0,0.0
Saudi Arabia,Mohammed Al Rubaie Al Yami,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Mohammed Al Rubaie Al Yami,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Mohammed Khalil Al Owais,Salman Mohammed Al Faraj,Goalkeeper,Right Center Midfield,1,0.0,-4.412804,0.0,0.0
Saudi Arabia,Nasser Al Dawsari,Salman Mohammed Al Faraj,Center Forward,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Nasser Al Dawsari,Yasir Gharsan Al Shahrani,Center Forward,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Nawaf Alaqidi,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Nawaf Alaqidi,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Nawaf Shaker Al Abid,Salman Mohammed Al Faraj,Center Attacking Midfield,Right Center Midfield,1,0.0,-4.806699,0.0,0.0
Saudi Arabia,Riyadh Sharahili,Salman Mohammed Al Faraj,Substitute,Right Center Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Riyadh Sharahili,Yasir Gharsan Al Shahrani,Substitute,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Salman Mohammed Al Faraj,Sami Khalil Al Naji,Right Center Midfield,Center Attacking Midfield,1,0.0,-4.265404,0.0,0.0
Saudi Arabia,Salman Mohammed Al Faraj,Sultan Abdullah Salim Al Ghannam,Right Center Midfield,Right Back,1,0.0,-4.646496,0.0,0.0
Saudi Arabia,Salman Mohammed Al Faraj,Yasir Gharsan Al Shahrani,Right Center Midfield,Left Back,1,0.0,-4.793912,0.0,0.0
Saudi Arabia,Sami Khalil Al Naji,Yasir Gharsan Al Shahrani,Center Attacking Midfield,Left Back,1,0.0,-4.252616,0.0,0.0
Saudi Arabia,Sultan Abdullah Salim Al Ghannam,Yasir Gharsan Al Shahrani,Right Back,Left Back,1,0.0,-4.633709,0.0,0.0
Poland,Jakub Piotr Kiwior,Karol Świderski,Left Center Back,Substitute,4,-0.00475,-3.516759,0.0,1.7005
Poland,Grzegorz Krychowiak,Kamil Glik,Center Defensive Midfield,Right Center Back,4,0.161407,-3.71937,5.8817,1.0702
Poland,Jakub Piotr Kiwior,Kamil Glik,Left Center Back,Right Center Back,4,0.773216,-3.845456,10.0,0.678
Poland,Jakub Piotr Kiwior,Wojciech Szczęsny,Left Center Back,Goalkeeper,4,0.200637,-3.44383,7.3112,1.9273
Poland,Bartosz Bereszyński,Wojciech Szczęsny,Left Back,Goalkeeper,4,0.063586,-3.246065,2.3171,2.5425
Poland,Matty Cash,Piotr Zieliński,Right Back,Right Center Midfield,4,0.607341,-3.496993,10.0,1.762
Poland,Matty Cash,Robert Lewandowski,Right Back,Center Forward,4,0.234755,-3.230263,8.5545,2.5917
Poland,Bartosz Bereszyński,Przemysław Frankowski,Left Back,Left Midfield,4,0.207185,-3.526697,7.5499,1.6695
Poland,Bartosz Bereszyński,Jakub Piotr Kiwior,Left Back,Left Center Back,4,0.36509,-3.706296,10.0,1.1109
Poland,Grzegorz Krychowiak,Wojciech Szczęsny,Center Defensive Midfield,Goalkeeper,4,0.014348,-3.317745,0.5229,2.3196
Poland,Robert Lewandowski,Wojciech Szczęsny,Center Forward,Goalkeeper,4,0.028196,-3.002544,1.0275,3.3001
Poland,Przemysław Frankowski,Robert Lewandowski,Left Midfield,Center Forward,4,0.200865,-3.283176,7.3196,2.4271
Poland,Krystian Bielik,Robert Lewandowski,Left Defensive Midfield,Center Forward,4,0.052076,-3.406762,1.8977,2.0426
Poland,Matty Cash,Wojciech Szczęsny,Right Back,Goalkeeper,4,0.106857,-3.211318,3.8939,2.6506
Poland,Kamil Glik,Matty Cash,Right Center Back,Right Back,4,0.310905,-3.612944,10.0,1.4013
Poland,Jakub Piotr Kiwior,Krystian Bielik,Left Center Back,Left Defensive Midfield,4,0.123415,-3.848048,4.4973,0.6699
Poland,Bartosz Bereszyński,Krystian Bielik,Left Back,Left Defensive Midfield,4,0.14056,-3.650283,5.122,1.2851
Poland,Grzegorz Krychowiak,Piotr Zieliński,Center Defensive Midfield,Right Center Midfield,4,0.272853,-3.603419,9.9428,1.4309
Poland,Krystian Bielik,Wojciech Szczęsny,Left Defensive Midfield,Goalkeeper,4,0.049606,-3.387817,1.8077,2.1016
Poland,Krystian Bielik,Matty Cash,Left Defensive Midfield,Right Back,4,0.192767,-3.615536,7.0245,1.3932
Poland,Kamil Glik,Piotr Zieliński,Right Center Back,Right Center Midfield,4,0.145805,-3.6709,5.3132,1.221
Poland,Jakub Piotr Kiwior,Piotr Zieliński,Left Center Back,Right Center Midfield,4,0.217236,-3.729505,7.9161,1.0387
Poland,Piotr Zieliński,Robert Lewandowski,Right Center Midfield,Center Forward,4,0.319976,-3.288219,10.0,2.4114
Poland,Grzegorz Krychowiak,Jakub Piotr Kiwior,Center Defensive Midfield,Left Center Back,4,0.238638,-3.777975,8.696,0.8879
Poland,Krystian Bielik,Piotr Zieliński,Left Defensive Midfield,Right Center Midfield,4,0.138657,-3.673492,5.0527,1.2129
Poland,Bartosz Bereszyński,Piotr Zieliński,Left Back,Right Center Midfield,4,0.152661,-3.53174,5.563,1.6539
Poland,Kamil Glik,Krystian Bielik,Right Center Back,Left Defensive Midfield,4,0.104247,-3.789443,3.7988,0.8522
Poland,Kamil Glik,Wojciech Szczęsny,Right Center Back,Goalkeeper,4,0.073139,-3.385225,2.6652,2.1096
Poland,Grzegorz Krychowiak,Przemysław Frankowski,Center Defensive Midfield,Left Midfield,4,0.025134,-3.598376,0.9159,1.4466
Poland,Krystian Bielik,Przemysław Frankowski,Left Defensive Midfield,Left Midfield,4,0.066196,-3.668449,2.4122,1.2286
Poland,Grzegorz Krychowiak,Matty Cash,Center Defensive Midfield,Right Back,4,0.070979,-3.545463,2.5865,1.6112
Poland,Grzegorz Krychowiak,Karol Świderski,Center Defensive Midfield,Substitute,4,0.0005,-3.390673,0.0182,2.0927
Poland,Grzegorz Krychowiak,Krystian Bielik,Center Defensive Midfield,Left Defensive Midfield,4,0.114184,-3.721962,4.1609,1.0621
Poland,Karol Świderski,Krystian Bielik,Substitute,Left Defensive Midfield,4,-0.003194,-3.460746,0.0,1.8747
Poland,Karol Świderski,Piotr Zieliński,Substitute,Right Center Midfield,4,-0.00475,-3.342203,0.0,2.2435
Poland,Bartosz Bereszyński,Grzegorz Krychowiak,Left Back,Center Defensive Midfield,4,0.052555,-3.58021,1.9151,1.5031
Poland,Piotr Zieliński,Przemysław Frankowski,Right Center Midfield,Left Midfield,4,0.040877,-3.549906,1.4896,1.5973
Poland,Bartosz Bereszyński,Robert Lewandowski,Left Back,Center Forward,4,0.117888,-3.26501,4.2959,2.4836
Poland,Karol Świderski,Przemysław Frankowski,Substitute,Left Midfield,4,-0.00475,-3.33716,0.0,2.2592
Poland,Bartosz Bereszyński,Karol Świderski,Left Back,Substitute,4,0.0005,-3.318994,0.0182,2.3157
Poland,Piotr Zieliński,Wojciech Szczęsny,Right Center Midfield,Goalkeeper,4,0.055608,-3.269274,2.0263,2.4703
Poland,Michał Skóraś,Piotr Zieliński,Substitute,Right Center Midfield,4,0.013029,-3.400241,0.4748,2.0629
Poland,Matty Cash,Michał Skóraś,Right Back,Substitute,4,0.02712,-3.342285,0.9883,2.2432
Poland,Bartosz Bereszyński,Jakub Kamiński,Left Back,Right Midfield,4,0.031755,-3.418946,1.1572,2.0047
Poland,Grzegorz Krychowiak,Robert Lewandowski,Center Defensive Midfield,Center Forward,4,0.068743,-3.336689,2.505,2.2606
Poland,Jakub Kamiński,Krystian Bielik,Right Midfield,Left Defensive Midfield,4,0.035122,-3.560698,1.2799,1.5638
Poland,Jakub Kamiński,Wojciech Szczęsny,Right Midfield,Goalkeeper,4,0.011941,-3.156481,0.4351,2.8212
Poland,Jakub Kamiński,Piotr Zieliński,Right Midfield,Right Center Midfield,4,0.322975,-3.442156,10.0,1.9325
Poland,Jakub Kamiński,Robert Lewandowski,Right Midfield,Center Forward,4,0.33081,-3.175426,10.0,2.7623
Poland,Grzegorz Krychowiak,Michał Skóraś,Center Defensive Midfield,Substitute,4,0.008116,-3.448711,0.2957,1.9121
Poland,Kamil Glik,Michał Skóraś,Right Center Back,Substitute,4,0.113652,-3.516192,4.1415,1.7022
Poland,Michał Skóraś,Robert Lewandowski,Substitute,Center Forward,4,0.0005,-3.133511,0.0182,2.8927
Poland,Damian Szymański,Piotr Zieliński,Substitute,Right Center Midfield,4,0.020424,-3.283321,0.7443,2.4266
Poland,Damian Szymański,Matty Cash,Substitute,Right Back,4,0.0015,-3.225365,0.0547,2.6069
Poland,Damian Szymański,Kamil Glik,Substitute,Right Center Back,4,0.05,-3.399272,1.822,2.0659
Poland,Jakub Piotr Kiwior,Matty Cash,Left Center Back,Right Back,4,0.09635,-3.671549,3.511,1.2189
Poland,Damian Szymański,Jakub Piotr Kiwior,Substitute,Left Center Back,4,0.02,-3.457876,0.7288,1.8836
Poland,Artur Jędrzejczyk,Damian Szymański,Substitute,Substitute,4,0.008321,-2.958161,0.3032,3.4381
Poland,Damian Szymański,Grzegorz Krychowiak,Substitute,Center Defensive Midfield,4,-0.004352,-3.331791,0.0,2.2759
Poland,Artur Jędrzejczyk,Robert Lewandowski,Substitute,Center Forward,4,-0.002018,-2.963059,0.0,3.4229
Poland,Krzysztof Piątek,Wojciech Szczęsny,Substitute,Goalkeeper,4,-0.002113,-2.936687,0.0,3.5049
Poland,Michał Skóraś,Wojciech Szczęsny,Substitute,Goalkeeper,4,-0.00475,-3.114567,0.0,2.9516
Poland,Artur Jędrzejczyk,Jakub Piotr Kiwior,Substitute,Left Center Back,4,0.01475,-3.404345,0.5375,2.0502
Poland,Artur Jędrzejczyk,Piotr Zieliński,Substitute,Right Center Midfield,4,0.012031,-3.229789,0.4384,2.5932
Poland,Jakub Kamiński,Krzysztof Piątek,Right Midfield,Substitute,4,-0.0095,-3.109568,0.0,2.9671
Poland,Artur Jędrzejczyk,Jakub Kamiński,Substitute,Right Midfield,4,-0.01,-3.116996,0.0,2.944
Poland,Kamil Glik,Karol Świderski,Right Center Back,Substitute,4,0.008781,-3.458154,0.32,1.8828
Poland,Przemysław Frankowski,Wojciech Szczęsny,Left Midfield,Goalkeeper,4,0.044765,-3.264232,1.6312,2.486
Poland,Karol Świderski,Matty Cash,Substitute,Right Back,4,0.0,-3.284247,0.0,2.4238
Poland,Kamil Glik,Przemysław Frankowski,Right Center Back,Left Midfield,4,0.021596,-3.665857,0.787,1.2367
Poland,Jakub Piotr Kiwior,Michał Skóraś,Left Center Back,Substitute,4,0.006807,-3.574797,0.2481,1.5199
Poland,Jakub Kamiński,Jakub Piotr Kiwior,Right Midfield,Left Center Back,4,0.151245,-3.616711,5.5114,1.3895
Poland,Jakub Piotr Kiwior,Robert Lewandowski,Left Center Back,Center Forward,4,0.064152,-3.462775,2.3377,1.8684
Poland,Artur Jędrzejczyk,Grzegorz Krychowiak,Substitute,Center Defensive Midfield,4,0.007032,-3.278259,0.2562,2.4424
Poland,Arkadiusz Milik,Artur Jędrzejczyk,Center Attacking Midfield,Substitute,4,0.0,-2.92477,0.0,3.542
Poland,Arkadiusz Milik,Bartosz Bereszyński,Center Attacking Midfield,Left Back,4,0.0,-3.226721,0.0,2.6027
Poland,Arkadiusz Milik,Damian Szymański,Center Attacking Midfield,Substitute,4,0.0,-2.978301,0.0,3.3755
Poland,Arkadiusz Milik,Grzegorz Krychowiak,Center Attacking Midfield,Center Defensive Midfield,4,0.043782,-3.2984,1.5954,2.3797
Poland,Arkadiusz Milik,Jakub Kamiński,Center Attacking Midfield,Right Midfield,4,0.01,-3.137136,0.3644,2.8814
Poland,Arkadiusz Milik,Jakub Piotr Kiwior,Center Attacking Midfield,Left Center Back,4,0.070455,-3.424486,2.5674,1.9875
Poland,Arkadiusz Milik,Jan Bednarek,Center Attacking Midfield,Substitute,4,0.000513,-3.024861,0.0187,3.2307
Poland,Arkadiusz Milik,Kamil Glik,Center Attacking Midfield,Right Center Back,4,-0.003572,-3.365881,0.0,2.1698
Poland,Arkadiusz Milik,Kamil Grabara,Center Attacking Midfield,Substitute,4,0.0,-2.916997,0.0,3.5662
Poland,Arkadiusz Milik,Kamil Grosicki,Center Attacking Midfield,Substitute,4,0.0,-3.053816,0.0,3.1406
Poland,Arkadiusz Milik,Karol Świderski,Center Attacking Midfield,Substitute,4,0.0,-3.037184,0.0,3.1923
Poland,Arkadiusz Milik,Krystian Bielik,Center Attacking Midfield,Left Defensive Midfield,4,0.024336,-3.368473,0.8868,2.1618
Poland,Arkadiusz Milik,Krzysztof Piątek,Center Attacking Midfield,Substitute,4,0.0,-2.917343,0.0,3.5651
Poland,Arkadiusz Milik,Mateusz Wieteska,Center Attacking Midfield,Substitute,4,0.0,-2.916997,0.0,3.5662
Poland,Arkadiusz Milik,Matty Cash,Center Attacking Midfield,Right Back,4,0.068511,-3.191974,2.4966,2.7108
Poland,Arkadiusz Milik,Michał Skóraś,Center Attacking Midfield,Substitute,4,0.0,-3.095222,0.0,3.0118
Poland,Arkadiusz Milik,Nicola Zalewski,Center Attacking Midfield,Left Midfield,4,0.0238,-3.126299,0.8673,2.9151
Poland,Arkadiusz Milik,Piotr Zieliński,Center Attacking Midfield,Right Center Midfield,4,0.022108,-3.24993,0.8056,2.5305
Poland,Arkadiusz Milik,Przemysław Frankowski,Center Attacking Midfield,Left Midfield,4,0.018562,-3.244887,0.6764,2.5462
Poland,Arkadiusz Milik,Robert Gumny,Center Attacking Midfield,Substitute,4,0.0,-2.916997,0.0,3.5662
Poland,Arkadiusz Milik,Robert Lewandowski,Center Attacking Midfield,Center Forward,4,0.209872,-2.9832,7.6478,3.3603
Poland,Arkadiusz Milik,Sebastian Szymański,Center Attacking Midfield,Left Center Midfield,4,0.0,-3.116083,0.0,2.9469
Poland,Arkadiusz Milik,Szymon Żurkowski,Center Attacking Midfield,Substitute,4,0.0,-2.916997,0.0,3.5662
Poland,Arkadiusz Milik,Wojciech Szczęsny,Center Attacking Midfield,Goalkeeper,4,0.03028,-2.964255,1.1034,3.4192
